track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,song_length
5WEOx4ZXcfX3wvbfxsAoDO,0.315,0.281,7,-18.534,1,0.0471,0.193,0.0525,0.314,0.179,70.094,4,367.88
4OxoxJKAaVG0i0PKk6bF1p,0.54,0.0772,2,-23.656,1,0.0376,0.803,0.0219,0.106,0.426,72.249,4,134.493
1Mzm1CNqVxtwbCYhOo843s,0.254,0.296,6,-17.92,0,0.0426,0.428,0.574,0.117,0.139,146.95,4,1413.307
3Dh9hsNDVAD0fwDng0K3rq,0.3,0.297,2,-17.06,1,0.0277,0.00788,0.68,0.116,0.0383,164.315,4,184.693
1TZd3vb87ScRAv9ya40CXI,0.521,0.592,2,-14.216,1,0.0598,0.0226,0.946,0.0786,0.153,164.042,4,151.253
5PZ6xy3VXUYW4UNGT6JG61,0.418,0.185,8,-17.625,1,0.0301,0.165,7.16e-05,0.0929,0.134,118.443,4,210.333
2gG7E5OZi5D5QLRIctv63z,0.756,0.837,2,-6.943,1,0.051,0.297,0.0,0.0567,0.588,132.146,4,243.093
3XfLwIOcX01aKL4tCSrKGz,0.507,0.48,2,-14.001,1,0.0421,2.55e-05,7.05e-05,0.0819,0.442,117.363,4,187.813
3L7RtEcu1Hw3OXrpnthngx,0.731,0.738,9,-8.125,0,0.0377,0.184,0.0,0.214,0.958,117.656,4,236.92
7qm1JpihtROAIU1XpvqYHS,0.636,0.559,8,-10.313,1,0.0249,0.0562,0.000754,0.0562,0.512,101.4,4,228.867
7dQC53NiYOY9gKg3Qsu2Bs,0.513,0.262,0,-16.875,1,0.0276,0.313,5.51e-06,0.456,0.357,108.383,4,243.0
0ew27xRdxSexrWbODuLfeE,0.739,0.917,5,-4.459,1,0.0504,0.177,0.119,0.0834,0.749,110.163,4,325.267
6ztstiyZL6FXzh4aG46ZPD,0.802,0.756,2,-10.791,0,0.0349,0.0843,0.00765,0.0521,0.963,131.715,4,288.293
2udGjDmpK1dH9VGyw7nrei,0.699,0.502,9,-12.526,1,0.0278,0.0607,0.0337,0.317,0.676,105.267,4,221.64
0ofHAoxe9vBkTCp2UQIavz,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,4,257.8
5e9TFTbltYBg2xThimr0rU,0.545,0.67,9,-8.81,1,0.0496,0.009,0.000822,0.0451,0.481,151.553,4,270.213
5ihS6UUlyQAfmp48eSkxuQ,0.414,0.161,7,-22.32,0,0.0318,0.883,0.000223,0.117,0.423,159.375,4,199.493
7HG9j1Zzx5DE05kPdnsLhM,0.479,0.291,7,-17.588,1,0.0257,0.156,0.0,0.0512,0.565,88.694,4,309.2
48WI3WsW3V1lCKUalEtkcf,0.411,0.217,8,-14.965,1,0.0292,0.489,0.66,0.116,0.0974,108.03,4,257.707
4uxrLzUlWG71UR4jN1G4cL,0.672,0.321,9,-16.789,1,0.0435,0.136,4.64e-05,0.0934,0.202,125.041,4,273.693
10vkYRKw6Jjr7try1ir50G,0.772,0.397,7,-8.585,1,0.0391,0.339,0.00541,0.0753,0.617,97.964,4,172.32
3SdTKo2uVsxFblQjpScoHy,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-06,0.0707,0.605,118.068,4,180.056
4qO03RMQm88DdpTJcxlglY,0.56,0.825,2,-6.711,0,0.0347,0.000785,0.00246,0.0892,0.74,142.669,4,212.6
37ZJ0p5Jm13JPevGcx4SkF,0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,4,249.293
2tUBqZG2AbRi7Q0BIrVrEj,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,4,291.293
0GTK6TesV108Jj5D3MHsYb,0.744,0.798,7,-5.981,1,0.0364,0.175,0.00367,0.26,0.89,125.061,4,268.507
4CoGNqLap7UGU5Q3VdKug0,0.763,0.656,0,-6.86,1,0.0417,0.549,0.0,0.125,0.926,118.394,4,156.173
676Rf0qIOh2gKNEl9TnCOx,0.59,0.737,7,-5.867,1,0.0384,0.404,0.0,0.108,0.877,132.966,4,164.16
3496rr5XSGD6n1Z1OKXovb,0.618,0.704,4,-4.686,1,0.0321,0.159,0.000262,0.358,0.741,124.218,4,165.744
39Bd345OWEhRNyfayhp9gv,0.425,0.242,0,-15.424,1,0.0267,0.88,0.0118,0.195,0.477,92.472,4,228.16
6aL6pPBaTMGgM558mplSnj,0.693,0.687,5,-12.909,1,0.0973,0.575,0.0,0.398,0.699,108.854,4,174.933
3Rhxe6P1im82NFVkt9X2qZ,0.635,0.393,10,-11.894,1,0.0428,0.394,0.0,0.255,0.427,98.332,4,187.333
1tjpccwiGZTMDfHr5VGCmT,0.388,0.449,3,-12.584,1,0.088,0.443,0.0,0.265,0.692,179.651,4,162.707
4gAsVttMY36zJUCa7FYoJN,0.789,0.392,10,-15.395,0,0.0345,0.153,0.476,0.0299,0.895,119.0,4,830.4
71EMeSBrRJjWMJ314mPayo,0.789,0.908,0,-8.123,1,0.0433,0.141,3.7e-05,0.189,0.909,113.205,4,258.667
1uzcPl4GZSU9Ysl1ZcMLTb,0.52,0.679,3,-5.888,1,0.0259,0.13,1.74e-06,0.0556,0.92,100.974,4,174.627
0Cr3z2gm7TXQ17Yq1zjV4I,0.662,0.0925,7,-25.593,1,0.0456,0.273,0.00127,0.465,0.369,128.637,3,84.507
7yWdsy6UHRTun4hkJZJYNq,0.32,0.359,2,-16.21,0,0.047,0.072,0.00685,0.119,0.155,129.438,4,1025.027
6m8HNk4CjfUInDqVyOQoTt,0.66,0.415,4,-15.016,1,0.151,0.00354,0.000518,0.169,0.537,90.384,4,256.508
0YXp3y35IZTA7BAv6AjUsx,0.82,0.595,1,-6.541,1,0.042,0.324,1.65e-05,0.15,0.849,114.363,4,277.467
6SN51pk4UOfKa9Q9DoXEtF,0.529,0.735,5,-8.153,1,0.0896,0.238,0.0,0.102,0.862,79.002,4,246.2
745H5CctFr12Mo7cqa1BMH,0.572,0.418,0,-10.738,1,0.0349,0.635,0.0,0.0961,0.694,104.566,4,165.0
7MiLmLbwNoyf47xQ4TCVYp,0.817,0.405,10,-13.513,0,0.0811,0.451,0.0507,0.0468,0.898,121.467,4,419.64
57Y3UccJEJqT8w8RWkUAz0,0.887,0.904,5,-5.107,0,0.0703,0.079,0.0101,0.0165,0.89,107.955,4,244.827
5kz9GDBTX846OXwqWoyKzF,0.587,0.994,2,-5.61,1,0.045,0.155,0.0734,0.0319,0.481,151.941,4,153.133
2QpN1ZVw8eJO5f7WcvUA1k,0.692,0.762,0,-4.867,1,0.0342,0.424,1.27e-05,0.181,0.961,146.673,4,144.013
39SyB2NWiRlMtcKrI2rr4k,0.76,0.745,0,-8.509,1,0.0434,0.362,0.0,0.156,0.921,113.729,4,179.307
3dHzjlxUULSWDsTHFc2zM7,0.359,0.0916,9,-19.739,0,0.039,0.265,0.000508,0.516,0.215,110.638,3,146.933
6ASehhdN08JbXzDJmMrogn,0.731,0.227,9,-19.692,0,0.043,0.501,0.626,0.232,0.453,104.005,4,98.267
5xdySZ8v0lEOKblcwXWT3M,0.579,0.109,7,-20.141,1,0.0347,0.16,0.00416,0.071,0.128,135.318,4,334.88
6tsfGbVHWirffWWUUmtalg,0.5,0.293,4,-22.0,0,0.043,0.0955,0.602,0.612,0.0924,95.941,4,127.787
0MW7g3oFkdmZIiomSGC4x4,0.306,0.169,0,-17.984,1,0.072,0.27,0.00116,0.485,0.182,175.822,4,216.947
22IiK3b7NSBfmUrnhj7rSr,0.649,0.393,0,-17.631,1,0.0348,0.0349,2.21e-05,0.495,0.416,102.556,4,74.533
3mPeMKup50f1llqTciEfLJ,0.45,0.00822,2,-34.531,1,0.0411,0.71,0.938,0.292,0.0608,102.911,4,74.307
3kM50GD76NgPWaTfKKKTz3,0.336,0.11,0,-23.812,1,0.0365,0.632,0.221,0.123,0.0612,105.807,4,202.64
2rzHK6y5GTxaz8104rp2cA,0.273,0.125,4,-24.576,0,0.0713,0.674,0.00371,0.128,0.0861,98.359,4,93.147
4rvDQAW3boZffZIzaYqnAc,0.311,0.232,0,-18.954,1,0.0602,0.478,0.0273,0.366,0.325,158.764,4,87.573
7CLHw352I29cIRf944RQnO,0.714,0.421,2,-18.282,1,0.0354,0.0131,0.408,0.931,0.403,116.986,4,263.387
5619Ojc6t9evEEs3B7Drhe,0.618,0.955,4,-3.836,1,0.0798,0.00221,3.09e-06,0.486,0.79,150.034,4,179.947
4m0q0xQ2BNl9SCAGKyfiGZ,0.618,0.793,0,-5.711,1,0.0601,0.204,0.0154,0.126,0.459,101.015,4,347.526
5tewIdMVsaJWN19ZnmnPNN,0.513,0.676,9,-6.148,0,0.0309,0.301,0.0,0.0864,0.311,116.592,4,228.693
09bRmFRViBORKQ2miwp04P,0.434,0.507,5,-10.422,1,0.0358,0.565,0.0,0.161,0.236,115.309,4,237.107
0aW5JH6RnfTv5cGvPS3cca,0.371,0.509,5,-6.426,1,0.0302,0.123,0.000964,0.381,0.291,128.618,4,272.627
4w3tQBXhn5345eUXDGBWZG,0.554,0.783,6,-5.852,1,0.0457,0.416,1.54e-06,0.631,0.813,105.39,4,162.467
2SpEHTbUuebeLkgs9QB7Ue,0.674,0.537,1,-10.971,0,0.0363,0.566,0.0,0.131,0.809,110.578,4,161.533
5XOGZdDM17WzrXRQz96Fu1,0.64,0.67,11,-5.812,0,0.032,0.271,0.0,0.339,0.97,111.267,4,152.933
49O6QsULlJfN98ZvlbOaLn,0.626,0.611,6,-7.875,0,0.075,0.111,0.0,0.377,0.556,138.048,4,440.2
7uwymVAAwqC5VI5IUkGt6s,0.617,0.645,10,-9.387,0,0.027,0.122,0.00338,0.225,0.761,99.081,4,364.053
4nop5UmWUqnlxkQ4kvG3Rp,0.665,0.499,9,-11.144,0,0.0295,0.271,0.0,0.269,0.718,135.412,4,136.467
6y8o4V2R2dSt2ijgL8C72W,0.634,0.503,5,-11.89,1,0.0282,0.5,0.0,0.0465,0.813,109.57,4,149.493
5kx4xMErn45NZvEChKiqdo,0.663,0.822,5,-13.119,0,0.059,0.199,8.69e-06,0.0626,0.818,108.94,4,230.293
4aGLd2QSTJzcJnlZCYOgnG,0.852,0.816,8,-8.951,0,0.0753,0.112,0.000709,0.087,0.9,119.746,4,263.067
6n3ptcerld22vgynhaEzbC,0.556,0.42,0,-13.143,1,0.025,0.796,2.64e-06,0.156,0.544,92.855,4,177.533
1OQF6M1iK1EjcsljTVZpJM,0.354,0.529,9,-14.219,1,0.0558,0.285,0.00218,0.752,0.315,127.253,4,406.6
5kErKPSPv8EgdZ04R3el1K,0.723,0.881,5,-7.178,0,0.0743,0.349,0.000274,0.705,0.658,136.306,4,212.68
1OppEieGNdItZbE14gLBEv,0.63,0.711,10,-9.34,1,0.0472,0.299,0.0,0.0813,0.659,96.912,4,167.933
5uES1C2NgkdrNHiCwf9jRr,0.595,0.643,5,-9.275,1,0.0365,0.76,0.0,0.538,0.73,135.633,4,158.04
0ZwYJy7tXNTmEwbUtnZwM7,0.626,0.665,7,-9.502,1,0.0295,0.265,0.00453,0.119,0.766,135.966,4,168.0
6kls8cSlUyHW2BUOkDJIZE,0.657,0.768,8,-4.628,1,0.0507,0.108,0.0,0.144,0.759,75.025,4,186.223
0HoaLXRp7jJtdQFunUyUGc,0.494,0.839,9,-8.79,0,0.0647,0.0534,0.0706,0.253,0.219,126.329,4,302.4
6c9nkeetGbsoXa7d5E1wHa,0.394,0.547,2,-9.276,1,0.0383,0.436,0.000111,0.344,0.151,181.74,4,260.227
5PihYbt4uNnVt68l5D1SGb,0.401,0.531,3,-6.991,1,0.0301,0.223,1.51e-05,0.149,0.173,130.651,4,242.853
23dTQ4fjLrPPbYHamkJDzo,0.411,0.419,4,-18.054,0,0.0922,0.0906,0.438,0.742,0.373,128.512,4,686.347
33MQVOulAb4ZlUP2l3yZBG,0.272,0.577,2,-16.807,1,0.0991,0.0678,0.351,0.54,0.0532,134.81,4,618.933
2RBSzV75kOKEpRoL1CQ3Ej,0.595,0.106,7,-24.439,1,0.0433,0.214,7.02e-05,0.0726,0.519,128.577,3,86.853
04L5RyQCKOerOiBCjhT66T,0.331,0.529,7,-5.654,1,0.0272,0.106,1.63e-06,0.307,0.0959,78.363,4,232.237
3vi661jPTfRVrbAunNzzR5,0.664,0.88,5,-6.464,0,0.0711,0.00689,0.000225,0.0775,0.317,126.534,4,269.176
0EQxQYmMG1R5va7UTjuJgG,0.428,0.589,7,-4.889,1,0.0278,0.238,0.000143,0.14,0.242,82.174,4,238.347
20sCQqSW5DdLr10Sl5cSQe,0.526,0.578,2,-5.726,1,0.0259,0.235,0.0,0.103,0.21,78.028,4,225.136
361VJCtpxxjA32lh4P0jZU,0.644,0.792,9,-8.95,0,0.0311,0.000214,1.43e-05,0.102,0.482,123.927,4,217.411
5yClziwiwTdqRmdPQl3NDz,0.306,0.701,7,-9.918,0,0.0664,0.000404,0.59,0.197,0.538,92.527,4,442.581
7HTH1ppjkkOe7RLoBDKXYJ,0.77,0.496,11,-8.45,1,0.0468,0.719,0.0,0.123,0.571,117.331,3,129.293
2kkvB3RNRzwjFdGhaUA0tz,0.404,0.902,1,-3.88,1,0.0665,0.577,0.297,0.287,0.497,115.669,4,423.84
6WrI0LAC5M1Rw2MnX2ZvEg,0.794,0.793,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,4,183.29
7qcR2eCbWpAU0MGEZ2sWwk,0.666,0.808,5,-9.14,1,0.0398,0.753,0.0,0.175,0.962,99.903,4,151.507
47jpI85aNpUG0KDLpTPVEq,0.398,0.768,11,-4.624,0,0.0392,0.469,2.02e-05,0.106,0.235,108.685,5,237.48
3D97kRhZprR6RumFhDFIr4,0.619,0.706,9,-6.391,0,0.197,0.101,2.62e-05,0.394,0.777,204.147,4,201.467
2Vnw8zKmjhr1jczUeaqiQg,0.796,0.892,0,-8.31,1,0.0333,0.00475,0.0187,0.0717,0.965,120.4,4,407.053
7McZS9J6h0SKoZBR6cfcFe,0.369,0.465,5,-9.017,1,0.0277,0.0211,0.6,0.109,0.177,94.435,4,290.617
0yac0FPhLRH9i9lOng3f81,0.517,0.839,0,-3.521,1,0.0287,0.0014,0.000365,0.108,0.416,94.015,4,215.88
1iZgzgmsFsi0deffe0rleB,0.612,0.197,5,-14.878,1,0.0438,0.461,5.09e-06,0.0516,0.25,117.91,4,149.64
4Z4eU8yoBtBGIQPQrhCFr2,0.551,0.144,8,-13.883,0,0.0392,0.515,0.0,0.187,0.648,128.122,4,194.307
38IEcwXaDlTHGHClXpRMWF,0.479,0.0802,7,-20.241,1,0.0347,0.938,0.461,0.109,0.396,97.434,4,96.627
7oOEFDLSQscl0uGulnIEmG,0.278,0.494,7,-7.853,0,0.029,0.157,0.000407,0.173,0.527,169.661,4,427.093
7KX65PC1UZuImsUInThbav,0.629,0.58,7,-6.208,0,0.0278,0.357,0.000353,0.436,0.655,110.264,4,210.3
7vFv0yFGMJW3qVXbAd9BK9,0.647,0.729,5,-6.251,1,0.0236,0.0206,0.0489,0.134,0.687,94.01,4,249.627
2jdAk8ATWIL3dwT47XpRfu,0.667,0.361,1,-8.69,0,0.0273,0.575,0.00506,0.0805,0.29,134.018,5,242.0
6TL3MOcVW8i1UiJkvhpDbR,0.674,0.711,4,-6.671,1,0.0286,0.00894,0.163,0.1,0.742,119.987,4,159.134
3cg0dJfrQB66Qf2YthPb6G,0.692,0.493,9,-9.662,0,0.0325,0.0934,0.00166,0.128,0.28,86.644,4,301.133
618hiI74zBL8UVgAvfmkLj,0.462,0.796,9,-6.202,1,0.0322,0.384,0.0,0.296,0.824,204.028,4,264.24
60DwQiwwglVkTkTwDTTEId,0.54,0.793,5,-4.379,1,0.0493,0.0744,0.0,0.354,0.399,112.219,4,201.199
46ydq5g3k17iLJs3qMDvO6,0.675,0.609,7,-5.027,0,0.0586,0.084,0.0,0.0957,0.378,120.039,4,208.729
4W4wYHtsrgDiivRASVOINL,0.701,0.803,5,-6.786,0,0.0545,0.0544,1.54e-06,0.7,0.903,133.608,4,320.68
7w09r53aPON8ZUvEAnPe94,0.505,0.839,11,-4.966,0,0.0569,0.0111,0.0,0.211,0.326,139.961,4,259.52
04ybBO9YZ1p5n47L6np5Yr,0.639,0.415,7,-15.572,1,0.042,0.267,0.000912,0.636,0.671,105.928,4,194.467
367Ft7bsTFFBAczio78pUB,0.729,0.75,9,-11.494,1,0.054,0.47,0.00352,0.0509,0.949,102.194,4,284.04
0a4agFmqHXxcZl1nho1BxM,0.694,0.577,4,-14.63,1,0.0308,0.015,0.00836,0.0853,0.845,114.478,4,275.733
3mrrWFfuesBi5fswdz1Xxf,0.681,0.778,7,-7.566,1,0.0589,0.368,0.0034,0.331,0.866,138.718,4,334.493
1YAqMv5kabudsXnTrCj9KL,0.663,0.5,2,-7.759,1,0.037,0.291,0.00579,0.0862,0.468,96.108,4,275.16
0DID8Ir6yeko5KoXCXwOnL,0.611,0.591,3,-8.187,1,0.0439,0.533,0.0751,0.13,0.868,107.19,4,292.8
5tw74b5pih14eqHiEvlaBX,0.387,0.484,9,-8.399,1,0.0309,0.631,0.385,0.0818,0.644,169.451,3,281.173
1rv1DreUDVLn4j0LqmEfIe,0.653,0.704,2,-6.819,1,0.0493,0.483,0.0211,0.298,0.649,116.009,4,295.027
2tzTBLcrBtxjuiBvLrCvfG,0.516,0.603,0,-8.004,1,0.0741,0.193,0.000106,0.373,0.727,108.862,4,198.36
6KtESjDOSUU8xftDla9i5d,0.655,0.617,2,-8.747,1,0.0399,0.661,0.35,0.415,0.699,104.657,4,387.333
4AePhH3520AvsUdnam1CcN,0.59,0.727,2,-8.529,1,0.039,0.194,0.394,0.109,0.665,111.477,4,597.093
4NQfrmGs9iQXVQI9IpRhjM,0.547,0.46,11,-8.759,0,0.0256,0.344,0.442,0.0983,0.543,90.768,4,324.733
1PC5GV3OaoXx5em8ttQOMI,0.694,0.306,2,-19.315,1,0.0353,0.171,0.0736,0.0866,0.521,95.989,4,143.693
7vJaNv4ItDyYXXCVRJreh6,0.746,0.713,0,-11.996,1,0.0375,0.118,0.0,0.0684,0.871,118.964,4,193.853
3QwDN08fGnGfRrsn5wLTej,0.427,0.553,6,-11.434,0,0.0405,0.344,0.000956,0.227,0.674,109.629,4,240.987
49fzPkBb3aOUWYRKaTWVhm,0.613,0.618,8,-11.831,0,0.257,0.568,0.0,0.727,0.94,172.741,4,118.267
2xar08Fq5xra2KKZs5Bw9j,0.556,0.61,9,-4.729,1,0.213,0.833,2.22e-06,0.258,0.665,199.373,4,171.467
5P11rW6aJErF37MTfRZS31,0.696,0.547,5,-5.954,0,0.169,0.792,0.0,0.155,0.623,73.203,4,155.507
5yQ9iMZXGcr5rlO4hoLsP4,0.54,0.681,4,-5.44,1,0.0508,0.808,0.0,0.162,0.794,88.385,4,307.053
79nJj5dMyTsUzKvN5jUXsJ,0.31,0.279,5,-13.552,1,0.0308,0.815,0.0,0.318,0.377,79.397,3,256.12
1jKW8H81OtWvWeQG5zoxWR,0.466,0.304,10,-12.009,1,0.0314,0.688,0.0011,0.0889,0.402,100.412,3,238.0
3yxai6C9i8SQlhOPqrRtQ1,0.609,0.664,10,-5.198,1,0.0468,0.714,2.56e-05,0.311,0.805,90.727,4,168.76
4yQw7FR9lcvL6RHtegbJBh,0.687,0.63,6,-10.817,1,0.0389,0.251,0.0,0.221,0.926,110.051,4,139.733
4uCbetXW9LStYPUjCpBVp9,0.474,0.473,2,-11.454,1,0.0601,0.545,1.25e-06,0.0356,0.561,77.583,4,199.267
5AoTuHE5P5bvC7BBppYnja,0.744,0.611,0,-6.386,1,0.0333,0.0723,0.000532,0.0692,0.961,114.991,4,142.187
2oZmMp5M6L0Rh7G84Um2tF,0.721,0.567,10,-9.516,1,0.0389,0.221,0.0,0.465,0.914,116.643,4,167.067
0jkBzn7J5jc889TYxwvXy6,0.69,0.75,6,-6.449,1,0.0442,0.374,0.0,0.603,0.905,110.102,4,138.72
4VijLEUxHEzbWKYL5u9wuN,0.512,0.303,3,-13.547,1,0.0374,0.57,0.0,0.0803,0.629,102.908,4,149.627
7rvGZDlfqCjY9EWEUg3Xs6,0.749,0.752,7,-10.3,1,0.126,0.0108,0.0954,0.235,0.887,104.7,4,193.573
7haFcQaoTBr2qY6G0r4JSH,0.589,0.558,9,-6.908,1,0.0314,0.567,0.0,0.102,0.466,133.271,4,212.36
7L4G39PVgMfaeHRyi1ML7y,0.463,0.273,0,-15.364,0,0.074,0.907,0.000367,0.101,0.293,146.426,4,239.96
2vWpexnqyNzFoUpmLHxGVb,0.681,0.261,0,-17.347,1,0.0326,0.625,2.09e-06,0.247,0.795,91.357,4,159.107
1fMGRxKRtIKNyaMMGrzInM,0.737,0.642,9,-9.492,1,0.0916,0.0185,0.00415,0.0726,0.467,106.742,4,174.667
63xdwScd1Ai1GigAwQxE8y,0.756,0.401,7,-10.702,0,0.0526,0.582,0.011,0.0541,0.514,101.954,4,199.396
0Y87qqNyXLEwv7VNBQ6Thq,0.572,0.771,11,-11.455,0,0.0434,0.0245,4.04e-05,0.315,0.891,165.617,4,216.2
3M8FzayQWtkvOhqMn2V4T2,0.619,0.22,0,-13.843,1,0.0672,0.782,1.19e-05,0.124,0.426,75.143,4,258.835
3Cx4yrFaX8CeHwBMReOWXI,0.712,0.967,7,-5.206,1,0.047,0.0771,0.0,0.356,0.895,145.024,4,287.733
4U45aEWtQhrm8A5mxPaFZ7,0.532,0.495,10,-6.662,1,0.0343,0.659,0.0,0.0754,0.308,124.936,4,214.24
6Ac4NVYYl2U73QiTt11ZKd,0.547,0.82,8,-6.728,1,0.0805,0.261,0.0,0.3,0.933,118.208,4,172.867
73p7VXBc6CQUVKkRm8mZHl,0.652,0.82,5,-6.551,0,0.0557,0.239,3.18e-06,0.0727,0.961,99.102,4,232.96
48pvwZ9FHjMcvb13C7BWuB,0.422,0.702,0,-5.803,0,0.0394,0.00179,5.88e-06,0.0552,0.644,99.868,4,171.8
0FjMLXne5a6RXzlZyl6ftr,0.758,0.596,9,-11.406,1,0.0504,0.0605,0.0,0.288,0.645,110.608,4,288.8
3PAYDLeC1RxDIbzi9hZYne,0.781,0.638,1,-12.305,1,0.0401,0.00911,0.0,0.0357,0.909,100.231,4,236.24
5TrBpI6fSSMKKT3D5eOdkd,0.867,0.611,1,-9.22,1,0.0613,0.0484,0.0114,0.258,0.652,116.401,4,347.109
7JFoeg0arawADjGcz9gBnq,0.464,0.46,11,-6.874,1,0.0393,0.717,0.0,0.151,0.476,143.603,4,259.093
1P83JLGQz1XXCJ5hTMGRMY,0.528,0.887,0,-6.437,1,0.0574,0.0259,0.000269,0.133,0.61,131.978,4,249.8
2Q1VuZ3teZjLFcndSTTrb1,0.612,0.806,2,-8.876,1,0.0283,0.00326,5.21e-05,0.0995,0.817,102.064,4,211.24
144JMbvbR5txNzoZ112wo4,0.593,0.923,0,-6.19,1,0.101,0.0495,0.0,0.29,0.587,124.862,4,224.0
3ClOMebBxeNTYCOfTH24YJ,0.91,0.641,7,-11.316,1,0.0589,0.0258,6.42e-05,0.0642,0.903,118.533,4,331.36
2QfiRTz5Yc8DdShCxG1tB2,0.534,0.803,10,-9.129,1,0.0743,0.741,6.07e-05,0.307,0.969,167.983,4,161.56
6C7aTTCUWRK7dD379yUT3W,0.715,0.797,3,-10.154,1,0.193,0.837,0.0,0.209,0.841,92.739,4,144.6
56KqaFSGTb7ifpt16t5Y1N,0.797,0.872,9,-6.727,0,0.0575,0.291,0.0,0.284,0.866,129.885,4,222.427
6ITuEsxEy2qPhqMowdDAeI,0.762,0.722,2,-8.712,1,0.0428,0.0922,0.000368,0.132,0.966,122.769,4,194.667
7lSDCrF11sdTVfjbAQVZE8,0.526,0.9,2,-6.815,1,0.0545,0.00539,4.12e-05,0.14,0.883,151.279,4,163.24
6FRwDxXsvSasw0y2eDArsz,0.684,0.481,2,-12.59,1,0.0384,0.475,6.57e-05,0.118,0.784,115.078,4,250.0
20OFwXhEXf12DzwXmaV7fj,0.508,0.774,2,-5.973,1,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,4,141.6
4y1LsJpmMti1PfRQV9AWWe,0.71,0.799,6,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372,4,238.267
2wXRIes2a5vPl5xbEHFlDt,0.703,0.552,10,-6.641,1,0.0401,0.255,0.0,0.0976,0.393,104.951,4,237.06
6PMDILZiYo4YzMBbE0dGK9,0.512,0.588,7,-8.591,1,0.0276,0.335,0.000806,0.0963,0.242,144.521,4,215.147
03i9ehMBCqbxKw7wwEycFZ,0.612,0.796,8,-10.871,1,0.0396,0.125,0.00488,0.0888,0.899,124.852,4,233.4
3Ud6fFep5ZlXzRWw6Sm8no,0.462,0.918,4,-8.507,1,0.0959,0.405,0.00033,0.126,0.802,172.427,4,249.96
39lSeqnyjZJejRuaREfyLL,0.691,0.812,0,-7.772,1,0.0558,0.0433,1.16e-06,0.299,0.685,127.568,4,220.627
0wokCRaKD0zPNhMRXAgVsr,0.472,0.652,1,-10.171,0,0.0305,0.0131,1.12e-05,0.14,0.401,140.124,4,340.2
62xZxmj8Gh1x4YoixXvieH,0.494,0.535,6,-13.867,1,0.0657,0.385,0.0,0.133,0.646,70.865,4,139.366
2BURVLCtzmNylUqMVCLUbg,0.345,0.379,7,-15.662,1,0.0304,0.0914,0.0566,0.0486,0.477,154.779,3,275.92
0Ll60pqkEBHqzdeclRHdnl,0.633,0.231,4,-16.118,0,0.0416,0.283,0.107,0.124,0.358,133.13,4,252.707
7oHymG8r14Iv9zn5hFTNax,0.538,0.536,3,-10.36,1,0.036,0.473,0.0,0.18,0.54,119.31,4,221.373
480dDrqG7LO6qDaphHeXlM,0.623,0.94,0,-5.731,1,0.0365,0.202,0.00184,0.0472,0.837,131.037,4,210.133
2gUjs3Y8RoPpwozKyQDCUa,0.579,0.669,4,-8.704,0,0.0326,0.253,0.0257,0.0911,0.798,175.181,4,266.173
0rwmxAht1fk7QuSiCmIhGV,0.801,0.623,9,-13.445,0,0.0508,0.0173,0.00811,0.323,0.641,116.426,4,198.6
0ku3YaqOmd9p1MY81CBNKj,0.609,0.869,0,-6.997,1,0.0445,0.362,0.0,0.301,0.824,124.948,4,184.557
0oc7YoWV783fGr2GbdcIrz,0.5,0.823,4,-8.64,1,0.0264,0.0875,0.0,0.316,0.88,156.79,4,179.827
5rVj0WJEGMO0WQeX9GG4kh,0.601,0.698,4,-8.708,0,0.0313,0.103,0.0,0.0893,0.787,136.263,4,174.64
7j02rdE5RVtNcNMuLGY5SS,0.821,0.376,0,-13.622,1,0.0487,0.669,1.39e-05,0.106,0.824,119.039,4,170.0
5bLzwjgTasmMtXpfGS4fWR,0.708,0.62,0,-11.09,1,0.0465,0.0639,0.902,0.0468,0.962,121.856,4,297.08
0Byswn2MzjKrOiY62JBMZo,0.506,0.815,0,-5.149,1,0.0321,0.00357,0.0129,0.134,0.65,120.354,4,207.546
5Cx0EhTHkqwWu71FAm7urb,0.567,0.412,0,-15.775,1,0.0428,0.296,0.00159,0.107,0.804,131.062,4,201.933
3whRKAOlJ0M3banzcChvQv,0.883,0.631,2,-11.473,1,0.42,0.339,5.19e-06,0.942,0.782,118.084,4,250.387
6hpmTwgNCz81H2bFEREx29,0.833,0.661,10,-7.595,0,0.101,0.273,0.000149,0.294,0.858,108.314,4,318.8
2Cdvbe2G4hZsnhNMKyGrie,0.535,0.716,4,-5.025,1,0.0431,0.326,0.0,0.659,0.901,94.379,4,175.173
6Xprc4GuCejWA3BjU5knyw,0.572,0.836,11,-3.159,1,0.0867,0.0247,0.000221,0.159,0.726,127.667,4,226.52
